View,Coment,Like,Subscriber
502.0,21.0,66.0,20000.0
36321.0,278.0,1000.0,190000.0
1657.0,45.0,214.0,690000.0
22598.0,92.0,637.0,110000.0
13239.0,73.0,687.0,200000.0
2916.0,260.0,310.0,60000.0
212.0,7.0,10.0,20000.0
5586.0,23.0,210.0,10000.0
159.0,27.0,34.0,2000.0
263.0,2.0,60.0,6000.0
74.0,0.0,12.0,2000.0
288.0,14.0,34.0,40000.0
2281.0,1.0,125.0,50000.0
132.0,0.0,8.0,820000.0
22583.0,85.0,627.0,510000.0
2972.0,7.0,129.0,20000.0
840.0,63.0,106.0,10000.0
94.0,1.0,4.0,70000.0
65.0,13.0,10.0,539.0
26679.0,235.0,1000.0,390000.0
26207.0,380.0,1000.0,70000.0
20865.0,146.0,1000.0,420000.0
21158.0,234.0,913.0,60000.0
10707.0,51.0,884.0,330000.0
3252.0,106.0,318.0,20000.0
11888.0,156.0,422.0,20000.0
10854.0,86.0,516.0,10000.0
13747.0,71.0,933.0,590000.0
